HUB ID,Location,Name,Sitewide?,Affected item,Additional Elements,Component,Description of item/issue,WCAG Guideline,Affected Users,Recommended Fix,Priority,Issue Resolved Date,Category,Category ID,Common Issue ID,Allyant Status,Client Status,Client Sprint,Client Release,Client Assignee,Client Source ID,Ready for QA,High Risk,Last Comment,Last Comment Timestamp,Last Comment Email,Created Session,Last Updated Session,Last Screenshot Link,All Screenshots,Issue Link,Related Knowledge Base Articles
129,https://bodybio.com/,Homepage,Yes,"For example: Search > ""1 result""",,Color & Contrast,This color combination does not meet the minimum color contrast required by the WCAG. The combination of grey (#a1a1b3) and white (#FFFFFF) only has a contrast ratio of #2.54:1.,1.4.3 (WCAG 2.0 AA),Visual,"The visual presentation of all instances of text & images of text presented in this color combination — across the entire site — should be modified to have a contrast ratio of at least 4.5:1. Larger text with a size of at least 18pt (24px or 1.5em), or 14pt (18.66px or 1.2em) and bold (font-weight: 700 or more), only requires a minimum contrast ratio of 3:1.

**Note:** the color combination specified in this issue’s example may also be present elsewhere on your site. We recommend careful review and monitoring of all site colors to ensure ongoing, site wide compliance with color contrast requirements.",Serious,,Color and contrast,5,19,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633756,https://hub.accessible360.com/screenshots/1633756,https://hub.accessible360.com/issues/575924/edit,"https://hub.accessible360.com/kb/articles/132, https://hub.accessible360.com/kb/articles/862, https://hub.accessible360.com/kb/articles/864"
132,https://bodybio.com/,Homepage,Yes,Modal dialog,,15% OFF,This third-party component may contain content that is not fully accessible for all users.,,"Auditory,Cognitive,Motor / Dexterity,Visual","This component has been identified as third-party and, as such, has not been fully reviewed; however there are likely accessibility issues present. Please review the [Knowledge Base](https://hub.accessible360.com/kb/articles/943) article for more information about third-party content.

At this time, this component has been determined to not prevent you from receiving a Letter of Conformance. In order to close this issue, we require that you provide a comment (see ""Resolving Issues"" under [""Our Process""](https://hub.accessible360.com/kb/articles/943#heading-our-process) heading) below indicating that you are aware this component poses some accessibility issues and that you understand the risk. **Once such a comment has been left, we will close this issue as ""Not Fixing"".**

However, you have the option of including this component as part of your project and apply it under your Letter of Conformance. If you elect to do so, please reach out to your Customer Success Manager (CSM) to discuss next steps.
",Serious,,Third-party content,117,830,Open,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/576904/edit,https://hub.accessible360.com/kb/articles/943
133,https://bodybio.com/,Homepage,Yes,"For example: Cookie consent > ""PREFERENCES"" text",,Color & Contrast,This color combination does not meet the minimum color contrast required by the WCAG. The combination of pink (#FF9679) and white (#FFFFFF) only has a contrast ratio of 2.12:1.,1.4.3 (WCAG 2.0 AA),Visual,"The visual presentation of all instances of text & images of text presented in this color combination — across the entire site — should be modified to have a contrast ratio of at least 4.5:1. Larger text with a size of at least 18pt (24px or 1.5em), or 14pt (18.66px or 1.2em) and bold (font-weight: 700 or more), only requires a minimum contrast ratio of 3:1.

**Note:** the color combination specified in this issue’s example may also be present elsewhere on your site. We recommend careful review and monitoring of all site colors to ensure ongoing, site wide compliance with color contrast requirements.",Serious,,Color and contrast,5,19,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1638893,https://hub.accessible360.com/screenshots/1638893,https://hub.accessible360.com/issues/577002/edit,"https://hub.accessible360.com/kb/articles/132, https://hub.accessible360.com/kb/articles/862, https://hub.accessible360.com/kb/articles/864"
134,https://bodybio.com/,Homepage,Yes,"For example: Cookie consent > ""PREFERENCES"" button",,Color & Contrast,Focus indicators must meet the minimum color contrast required by the WCAG. The combination of pink (#9EDAFA) and pink (#FF9679) only has a contrast ratio of 1.4:1.,1.4.11 (WCAG 2.1 AA),Visual,"The visual presentation of the focus indicator should be modified to have a contrast ratio of at least 3:1 with adjacent colors. Alternatively, remove all custom styles for the focus indicator on this site and allow the native browser focus indicator to be used so that users can customize their focus indicators according to their needs.

**Note:** the color combination specified in this issue’s example may also be present elsewhere on your site. We recommend careful review and monitoring of all site colors to ensure ongoing, site wide compliance with color contrast requirements.",Serious,,Color and contrast,5,587,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1638938,https://hub.accessible360.com/screenshots/1638938,https://hub.accessible360.com/issues/577006/edit,"https://hub.accessible360.com/kb/articles/863, https://hub.accessible360.com/kb/articles/864"
135,https://bodybio.com/,Homepage,Yes,"For example: Cookie consent > ""ACCEPT"" button",,Color & Contrast,Focus indicators must meet the minimum color contrast required by the WCAG. The combination of blue (#9EDAFA) and white (#FFFFFF) only has a contrast ratio of 1.51:1.,1.4.11 (WCAG 2.1 AA),Visual,"The visual presentation of the focus indicator should be modified to have a contrast ratio of at least 3:1 with adjacent colors. Alternatively, remove all custom styles for the focus indicator on this site and allow the native browser focus indicator to be used so that users can customize their focus indicators according to their needs.

**Note:** the color combination specified in this issue’s example may also be present elsewhere on your site. We recommend careful review and monitoring of all site colors to ensure ongoing, site wide compliance with color contrast requirements.",Serious,,Color and contrast,5,587,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1638970,https://hub.accessible360.com/screenshots/1638970,https://hub.accessible360.com/issues/577008/edit,"https://hub.accessible360.com/kb/articles/863, https://hub.accessible360.com/kb/articles/864"
136,https://bodybio.com/,Homepage,Yes,"For example: Header > ""SUPPLEMENTS"" text",,Color & Contrast,The overlaying text does not have sufficient contrast in relation to the background image. The combination of white (#FFFFFF) and gray (#728A8F - representative sample) only has a contrast ratio of 3.65:1.,1.4.3 (WCAG 2.0 AA),Visual,"Ensure that the text has a contrast ratio of at least 4.5:1 to the background. Larger text with a size of at least 18pt (24px or 1.5em), or 14pt (18.66px or 1.2em) and bold (font-weight: 700 or more), only requires a minimum contrast ratio of 3:1. This can be accomplished in a number of ways including:

* Outlining the text in a color with sufficient contrast.
* Placing an opaque background behind the text with sufficient contrast.
* Adjust the text color to one that has sufficient contrast with the image as a whole.
* Adjust the lightness or darkness of the background image to provide sufficient contrast for the whole text. 

**Note:** the color combination specified in this issue’s example may also be present elsewhere on your site. We recommend careful review and monitoring of all site colors (including instances of text superimposed above images) to ensure ongoing, site wide compliance with color contrast requirements.",Serious,,Color and contrast,5,346,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1639082,https://hub.accessible360.com/screenshots/1639082,https://hub.accessible360.com/issues/577017/edit,"https://hub.accessible360.com/kb/articles/862, https://hub.accessible360.com/kb/articles/864"
137,https://bodybio.com/,Homepage,Yes,"For example: Header > ""SUPPLEMENTS"" button (expanded) > ""From $64.99"" text",,Color & Contrast,This color combination does not meet the minimum color contrast required by the WCAG. The combination of gray (#20172E80) and white (#FFFFFF) only has a contrast ratio of 3.33:1.,1.4.3 (WCAG 2.0 AA),Visual,"The visual presentation of all instances of text & images of text presented in this color combination — across the entire site — should be modified to have a contrast ratio of at least 4.5:1. Larger text with a size of at least 18pt (24px or 1.5em), or 14pt (18.66px or 1.2em) and bold (font-weight: 700 or more), only requires a minimum contrast ratio of 3:1.

**Note:** the color combination specified in this issue’s example may also be present elsewhere on your site. We recommend careful review and monitoring of all site colors to ensure ongoing, site wide compliance with color contrast requirements.",Serious,,Color and contrast,5,19,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1639098,https://hub.accessible360.com/screenshots/1639098,https://hub.accessible360.com/issues/577021/edit,"https://hub.accessible360.com/kb/articles/132, https://hub.accessible360.com/kb/articles/862, https://hub.accessible360.com/kb/articles/864"
138,https://bodybio.com/,Homepage,Yes,"For example: Header > ""SUPPLEMENTS"" button (expanded) > ""VIEW ALL"" text (on hover)",,Color & Contrast,This color combination does not meet the minimum color contrast required by the WCAG. The combination of blue (#26B1EB - with 65% opacity) and white (#FFFFFF) only has a contrast ratio of 1.8:1.,1.4.3 (WCAG 2.0 AA),Visual,"The visual presentation of all instances of text & images of text presented in this color combination — across the entire site — should be modified to have a contrast ratio of at least 4.5:1. Larger text with a size of at least 18pt (24px or 1.5em), or 14pt (18.66px or 1.2em) and bold (font-weight: 700 or more), only requires a minimum contrast ratio of 3:1.

**Note:** the color combination specified in this issue’s example may also be present elsewhere on your site. We recommend careful review and monitoring of all site colors to ensure ongoing, site wide compliance with color contrast requirements.",Serious,,Color and contrast,5,19,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1639096,https://hub.accessible360.com/screenshots/1639096,https://hub.accessible360.com/issues/577026/edit,"https://hub.accessible360.com/kb/articles/132, https://hub.accessible360.com/kb/articles/862, https://hub.accessible360.com/kb/articles/864"
139,https://bodybio.com/,Homepage,Yes,Search input field,,Search,Search inputs that rely on a magnifying glass image as the only label do not convey that label to all users.,3.3.2 (WCAG 2.0 A),Visual,"Add an [Accessible Name](https://hub.accessible360.com/kb/articles/751) to the text input that is visually labeled by the magnifying glass image. This can be done in a variety of ways, including:

- Preferably use a `<label>` that is correctly associated with the related input via the `for` attribute. If styling constraints do not allow a visible label, this `<label>` can be added as screen reader only text. 
- The addition of an `aria-labelledby` or `aria-label` attribute on the input.

If an input hint, such as placeholder text, is visible, include this hint in the accessible name.
",Critical,,Forms,105,914,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1639552,https://hub.accessible360.com/screenshots/1639552,https://hub.accessible360.com/issues/577174/edit,
140,https://bodybio.com/,Homepage,Yes,Open cart button (dot icon when there are items added to cart),,Header,"When icons provide important information, that information must be conveyed to screen reader users.",1.1.1 (WCAG 2.0 A),Visual,Adjust the current `aria-label` to include the information conveyed by this icon.,Critical,,Images,1,567,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1639589,https://hub.accessible360.com/screenshots/1639589,https://hub.accessible360.com/issues/577200/edit,https://hub.accessible360.com/kb/articles/1178
154,https://bodybio.com/,Homepage,Yes,Quiz banner,,,"Some regions require additional ARIA markup to assist screen reader users in understanding what a section is for, and where it begins and ends.",1.3.1 (WCAG 2.0 A),Visual,"Add a `role=""region""` and `aria-label=""Quiz""` to the element wrapping this content.",Serious,,Landmarks,107,79,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1642639,https://hub.accessible360.com/screenshots/1642639,https://hub.accessible360.com/issues/578456/edit,"https://hub.accessible360.com/kb/articles/133, https://hub.accessible360.com/kb/articles/1001"
155,https://bodybio.com/,Homepage,,"""How's your cellular health?"" on Quiz banner",,,Text that functions as a heading should be marked up as such.,1.3.1 (WCAG 2.0 A),Visual,"Mark this text up as a heading.

Headings provide structure for screen reader users. When marking text up as a heading, verify that the page maintains a logical outline structure. For example; 

- Each page needs a single `<h1>` heading that describes the main purpose of the page.
- An `<h2>` should head each major section of the page.
- Subsequent heading levels (`<h3>` through `<h6>`) should be related to a parent `<h2>` and should not skip heading levels.",Serious,,Headings,106,15,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1642640,https://hub.accessible360.com/screenshots/1642640,https://hub.accessible360.com/issues/578457/edit,https://hub.accessible360.com/kb/articles/63
156,https://bodybio.com/,Homepage,,Close button on Quiz banner,,,Image buttons must be properly labeled for screen reader users.,"1.3.1 (WCAG 2.0 A), 2.4.6 (WCAG 2.0 AA)",Visual,"Based on the current content structure, select the appropriate option for remediation: 

- For each `<img>` element, adjust the `alt` to tell users what this button does.
- For each `<svg>` element, add `role=""img""` and `aria-labelledby` attributes to the `<svg>` tag, then add a `<title>` tag within the `<svg>` tag and give this `<title>` tag a unique `id` attribute. Ensure the `<title>` is a direct descendant of the `<svg>` tag and that the `<svg>` tag’s `aria-labelledby` attribute holds the `<title>` tag’s `id` value. Ensure the `<title>` tells users what this button does.
- If using a background image, change it from a CSS background image by using an `<img>` tag with an `alt` attribute then ensure it informs screen reader users what this button does.",Critical,,Buttons,98,920,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1642641,https://hub.accessible360.com/screenshots/1642641,https://hub.accessible360.com/issues/578458/edit,
69,https://bodybio.com/collections/gut,Product Category Page,,<header> tag wrapping heading,,,"When content is marked up as a header, but is not semantically a header, it can be confusing for screen reader users.",1.3.1 (WCAG 2.0 A),Visual,Remove the `<header>` tag.,Warning,,Landmarks,107,589,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633128,https://hub.accessible360.com/screenshots/1633128,https://hub.accessible360.com/issues/575725/edit,https://hub.accessible360.com/kb/articles/1094
70,https://bodybio.com/collections/gut,Product Category Page,,"<nav> tag wrapping ""all supplements"" to ""detox""",,,"There are multiple navigation regions on the page, but they are not differentiated from one another.",1.3.1 (WCAG 2.0 A),Visual,"Give each navigation region an `aria-label` which briefly describes its purpose. 

Common examples: 

- `<nav aria-label=""primary"">...</nav>`
- `<nav aria-label=""secondary"">...</nav>`
- `<nav aria-label=""in-page"">...</nav>`
- `<nav aria-label=""breadcrumbs"">...</nav>`

Do not include the word ""navigation"" inside the labels, since screen readers already inform users that the element wraps a navigation region.",Warning,,Landmarks,107,338,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633135,https://hub.accessible360.com/screenshots/1633135,https://hub.accessible360.com/issues/575726/edit,https://hub.accessible360.com/kb/articles/421
71,https://bodybio.com/collections/gut,Product Category Page,,"Section containing ""Show two products per row"" button",,,Content that does not programmatically follow a logical reading order can be confusing and difficult for screen reader users to understand. ,1.3.2 (WCAG 2.0 A),Visual,"This content in the HTML should follow visual order on the screen (view buttons, sort, filter) so that screen reader users encounter elements in an unsurprising and logical order.",Serious,,Focus,2,21,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633136,https://hub.accessible360.com/screenshots/1633136,https://hub.accessible360.com/issues/575727/edit,https://hub.accessible360.com/kb/articles/67
72,https://bodybio.com/collections/gut,Product Category Page,,"""Show four products per row"" button (selected)",,,Toggle buttons need to convey their state to screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"Add an `aria-pressed` attribute to this button. Ensure that the `aria-pressed` attribute correctly reflects the state of the button. The value of the attribute should be set to ""true"" when the button is pressed and ""false"" when it's not pressed.",Serious,,Buttons,98,1373,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633138,https://hub.accessible360.com/screenshots/1633138,https://hub.accessible360.com/issues/575728/edit,
73,https://bodybio.com/collections/gut,Product Category Page,,"""Sort By"" select",,,Custom select dropdowns can pose accessibility issues for keyboard and/or screen reader users.,"2.1.1 (WCAG 2.0 A), 4.1.2 (WCAG 2.0 A)","Motor / Dexterity,Visual","Preferably, use an HTML `<select>` tag and a properly associated `<label>` tag. 

If a custom look-and-feel is required, please see our [Custom Select Dropdown](https://hub.accessible360.com/kb/articles/438) Knowledge Base article for guidance and code samples.

Once you have decided which type of select dropdown to implement (standard HTML or custom), please make a comment on this issue to let us know, and then include this issue in an upcoming QA or reach out to your CSM to have this content audited. We will then set this issue to Not Applicable and add new issues as needed to address the content.",Critical,,Forms,105,117,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633139,https://hub.accessible360.com/screenshots/1633139,https://hub.accessible360.com/issues/575729/edit,https://hub.accessible360.com/kb/articles/438
74,https://bodybio.com/collections/gut,Product Category Page,,Modal dialog,,Filter,The modal dialog container is not labeled.,4.1.2 (WCAG 2.0 A),Visual,"Provide a [label using one of the following methods](https://hub.accessible360.com/kb/articles/820#heading-labelling). All of these solutions are acceptable, but some may be easier to implement than others depending on the content within the modal dialog.

1. Add a heading (preferably an `<h1>`, but `<h2>` is acceptable), then associate it with the modal dialog wrapper by giving that heading a unique `id` and referencing it with an `aria-labelledby` attribute on the wrapper element (the element with `role=""dialog""` and `aria-modal=""true""`).
  * If a heading describing the contents of the modal dialog already exists, you can use that heading instead.
  * This heading is most helpful when it is visible for all users, but for strict WCAG conformance it can be made visible only to screen reader users instead.
1. Alternatively, add an `aria-label` attribute to the wrapper element (the element with `role=""dialog""` and `aria-modal=""true""`) describing the purpose of the modal dialog.",Serious,,Modal Dialogs,112,44,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633394,https://hub.accessible360.com/screenshots/1633394,https://hub.accessible360.com/issues/575776/edit,"https://hub.accessible360.com/kb/articles/820, https://hub.accessible360.com/kb/articles/923"
75,https://bodybio.com/collections/gut,Product Category Page,,Modal dialog,,Filter,Closing this modal dialog does not return the user to the element that opened it.,2.4.3 (WCAG 2.0 A),"Motor / Dexterity,Visual","When this modal dialog closes, return focus to the element that triggered this modal dialog to open.

If this element is no longer available on the page, then focus should be moved to another element as close as possible to where that element was.

If this modal dialog was opened automatically when the page loaded, then move focus on to the `<body>` element.",Serious,,Modal Dialogs,112,46,Open,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575777/edit,"https://hub.accessible360.com/kb/articles/114, https://hub.accessible360.com/kb/articles/820"
76,https://bodybio.com/collections/gut,Product Category Page,,Modal dialog content,,Filter,"This modal dialog closes visually, but the dialog remains visible to screen reader users and can still receive keyboard focus.",4.1.2 (WCAG 2.0 A),"Motor / Dexterity,Visual","Ensure the modal dialog is hidden from screen reader users by either removing it from the DOM, or giving it a CSS property of `display:none` or `visibility:hidden`. ",Serious,,Modal Dialogs,112,102,Open,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575778/edit,"https://hub.accessible360.com/kb/articles/157, https://hub.accessible360.com/kb/articles/820"
77,https://bodybio.com/collections/gut,Product Category Page,,Modal dialog container,,Filter,This modal dialog is missing necessary ARIA attributes. ,4.1.2 (WCAG 2.0 A),Visual,"Ensure the attributes `role=""dialog""` and `aria-modal=""true""` are present on the wrapper element of this modal dialog. Do not [add these attributes](https://hub.accessible360.com/kb/articles/820#heading--do-not-dynamically-add-these-attributes-while-a-users-focus-is-inside) dynamically after the user's focus has been moved to it or into it.",Serious,,Modal Dialogs,112,588,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633264,https://hub.accessible360.com/screenshots/1633264,https://hub.accessible360.com/issues/575779/edit,"https://hub.accessible360.com/kb/articles/113, https://hub.accessible360.com/kb/articles/820, https://hub.accessible360.com/kb/articles/1001"
79,https://bodybio.com/collections/gut,Product Category Page,,"""Filters""",,Filter,Text that functions as a heading should be marked up as such.,1.3.1 (WCAG 2.0 A),Visual,"Mark this text up as a heading.

Headings provide structure for screen reader users. When marking text up as a heading, verify that the page maintains a logical outline structure. For example; 

- Each page needs a single `<h1>` heading that describes the main purpose of the page.
- An `<h2>` should head each major section of the page.
- Subsequent heading levels (`<h3>` through `<h6>`) should be related to a parent `<h2>` and should not skip heading levels.",Serious,,Headings,106,15,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633400,https://hub.accessible360.com/screenshots/1633400,https://hub.accessible360.com/issues/575797/edit,https://hub.accessible360.com/kb/articles/63
80,https://bodybio.com/collections/gut,Product Category Page,,"""Filters""",,Filter,"When content is marked up as a button, but is not semantically a button, it can be confusing for screen reader users.",1.3.1 (WCAG 2.0 A),Visual,Remove the `<button>` markup together with `aria-expanded`.,Serious,,Markup,4,1466,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633409,https://hub.accessible360.com/screenshots/1633409,https://hub.accessible360.com/issues/575798/edit,https://hub.accessible360.com/kb/articles/1094
81,https://bodybio.com/collections/gut,Product Category Page,,Filter radio buttons,,Filter,Toggle buttons need to convey their state to screen reader users.,4.1.2 (WCAG 2.0 A),Visual,"Add an `aria-pressed` attribute to this button. Ensure that the `aria-pressed` attribute correctly reflects the state of the button. The value of the attribute should be set to ""true"" when the button is pressed and ""false"" when it's not pressed.",Serious,,Buttons,98,1373,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633417,https://hub.accessible360.com/screenshots/1633417,https://hub.accessible360.com/issues/575799/edit,
82,https://bodybio.com/collections/gut,Product Category Page,,Product cards,,Product Cards,This component was audited previously.,"1.3.1 (WCAG 2.0 A), 1.4.13 (WCAG 2.1 AA), 2.1.1 (WCAG 2.0 A), 2.4.4 (WCAG 2.0 A)","Cognitive,Motor / Dexterity,Visual","We use reference issues to reduce the overall volume of project issues and track the locations of recurring content. Apply the fixes used to resolve the [Product Cards (Cards and Tiles)](/project_components/53620) to the same content that is present on this view. 

Once all of the original component’s Related Issues have been resolved, we will review this instance of the component to ensure all of the fixes were properly applied. This issue’s priority level will be adjusted to match the highest remaining priority of the unresolved issue(s) in the referenced component.

**All of the issues described in the component must be resolved in order for this issue to be marked Complete.**",Critical,,Reference,59,320,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575800/edit,https://hub.accessible360.com/kb/articles/1186
83,https://bodybio.com/collections/gut,Product Category Page,,Page headings,,,This page contains one or more heading levels in an illogical order.,1.3.1 (WCAG 2.0 A),Visual,"Verify that the page maintains a logical outline structure. For example, 

- Each page needs a single `<h1>` heading that describes the main purpose of the page.
- An `<h2>` should head each major section of the page.
- Subsequent heading levels (`<h3>` through `<h6>`) should be related to a parent `<h2>` and should not skip heading levels.

---

We recommend that you develop a plan to address heading levels at the global/site-wide level, as it is important to identify a pattern for headings and ensure the pattern is followed consistently across all pages. Please reach out via our help desk or by contacting your Allyant Customer Success Manager if you require assistance. Please see this [Knowledge Base article](https://hub.accessible360.com/kb/articles/74) for more information about heading level structure.",Warning,,Headings,106,40,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575802/edit,https://hub.accessible360.com/kb/articles/74
142,https://bodybio.com/collections/gut,Product Category Page,,Filter button (when a filter is applied),,,Accessible names of elements should properly match the visible labels.,2.5.3 (WCAG 2.1 A),Visual," To resolve this issue, please implement one of the following options:

1. If using an `aria-label` or `aria-labelledby` attribute, preferably remove the attribute from the element.
2. Adjust the [accessible name](https://webaim.org/articles/label-name) to match or at least contain the visible text as written. For better usability, this should be placed at the beginning of the accessible name, but this is not required.",Serious,,Textual content,116,515,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1640025,https://hub.accessible360.com/screenshots/1640025,https://hub.accessible360.com/issues/577429/edit,https://hub.accessible360.com/kb/articles/751
143,https://bodybio.com/collections/gut,Product Category Page,,Filter button (when a filter is applied),,,The meaning of this number is not clear to screen reader users. ,1.3.1 (WCAG 2.0 A),Visual,"Add some screen reader only text describing the context of this value , for example: ""active"". 

If going for the second approach in issue #142, this text should instead be appended to the accessible name (in this case the `aria-label`).",Serious,,Textual content,116,574,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1640036,https://hub.accessible360.com/screenshots/1640036,https://hub.accessible360.com/issues/577462/edit,https://hub.accessible360.com/kb/articles/1178
144,https://bodybio.com/collections/gut,Product Category Page,,Modal dialog,,Filter,Keyboard and screen reader users do not have their focus moved to this modal dialog when it opens.,2.4.3 (WCAG 2.0 A),"Motor / Dexterity,Visual","Set the keyboard focus to the [most appropriate element](https://hub.accessible360.com/kb/articles/820#heading-moving-focus-into-a-modal-dialog-when-it-opens) inside this modal dialog, depending on the content it contains. All of the following solutions are acceptable, and you are free to decide which solution feels the most ""appropriate"" to you in this use case.

1. To the close (X) button, if one is used.
1. To the visible heading that labels the modal dialog, if one is used.
1. To the modal dialog wrapper itself (the element with both `role=""dialog""` and `aria-modal=""true""`).
1. To the primary call to action (CTA) element (such as an ""OK"" button), or the element for the least destructive action in a set of CTAs (like ""Cancel"" next to a button for ""Delete"").

**Note:** in order to set focus on an element that cannot natively receive focus (like a heading or the wrapper element), add the attribute `tabindex=""-1""` to it.",Serious,,Modal Dialogs,112,7,Open,Open,,,,,,,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/577467/edit,"https://hub.accessible360.com/kb/articles/36, https://hub.accessible360.com/kb/articles/820"
151,https://bodybio.com/collections/gut,Product Category Page,Yes,For example: Not selected view type button.,,Color & Contrast,This graphical object does not meet the minimum color contrast required by the WCAG. The combination of grey (C2CAD3) and light blue (#ECF7FB) only has a contrast ratio of #1.51:1.,1.4.11 (WCAG 2.1 AA),Visual,"The visual presentation of this graphical object should be modified to have a contrast ratio of at least 3:1 with the adjacent color.

**Note:** the color combination specified in this issue’s example may also be present elsewhere on your site. We recommend careful review and monitoring of all site colors (including instances of essential graphical objects) to ensure ongoing, site wide compliance with color contrast requirements.",Serious,,Color and contrast,5,586,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1642628,https://hub.accessible360.com/screenshots/1642628,https://hub.accessible360.com/issues/578449/edit,"https://hub.accessible360.com/kb/articles/863, https://hub.accessible360.com/kb/articles/864"
84,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Page headings,,,This page contains one or more heading levels in an illogical order.,1.3.1 (WCAG 2.0 A),Visual,"Verify that the page maintains a logical outline structure. For example, 

- Each page needs a single `<h1>` heading that describes the main purpose of the page.
- An `<h2>` should head each major section of the page.
- Subsequent heading levels (`<h3>` through `<h6>`) should be related to a parent `<h2>` and should not skip heading levels.

---

We recommend that you develop a plan to address heading levels at the global/site-wide level, as it is important to identify a pattern for headings and ensure the pattern is followed consistently across all pages. Please reach out via our help desk or by contacting your Allyant Customer Success Manager if you require assistance. Please see this [Knowledge Base article](https://hub.accessible360.com/kb/articles/74) for more information about heading level structure.",Warning,,Headings,106,40,Open,Open,,,,,,Yes,,,,Audit Session,Audit Session,,,https://hub.accessible360.com/issues/575810/edit,https://hub.accessible360.com/kb/articles/74
85,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Carousel,,Product Gallery,It is not clear to screen reader users where the carousel begins or ends.,1.3.1 (WCAG 2.0 A),Visual,"Wrap the carousel in either a `<section>` or a `<div role=""region"">` tag. Be sure to add an `aria-label` containing the word ""carousel"" to this wrapper element. When there are multiple carousels on a page, ensure that each has a unique `aria-label`. See the KB article's [section on carousel wrappers](https://hub.accessible360.com/kb/articles/476#heading-wrapper) for more information.",Serious,,Carousels,100,469,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633567,https://hub.accessible360.com/screenshots/1633567,https://hub.accessible360.com/issues/575813/edit,"https://hub.accessible360.com/kb/articles/476, https://hub.accessible360.com/kb/articles/133"
86,https://bodybio.com/products/bodybio-balance-oil?variant=34379592827015,Product Detail Page,,Carousel,,Product Gallery,It may not be clear to screen reader users how to interact with this carousel.,1.3.1 (WCAG 2.0 A),Visual,Add screen-reader-only text as the first child element of this carousel that succinctly and accurately describes the available functionality. Refer to the [guidance on screen-reader-only instructions](https://hub.accessible360.com/kb/articles/476#heading-instructions-for-people-using-screen-readers) in the Carousels and Sliders Knowledge Base article to learn more.,Warning,,Carousels,100,470,Open,Open,,,,,,,,,,Audit Session,Audit Session,https://hub.accessible360.com/screenshots/1633564,https://hub.accessible360.com/screenshots/1633564,https://hub.accessible360.com/issues/575814/edit,"https://hub.accessible360.com/kb/articles/476, https://hub.accessible360.com/kb/articles/1178"
